SGB	Classification	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain
SGB19883	kSGB	k__Bacteria-p__Candidatus_Saccharibacteria-c__Candidatus_Saccharibacteria_unclassified-o__Candidatus_Saccharibacteria_unclassified-f__Candidatus_Saccharibacteria_unclassified-g__Candidatus_Saccharibacteria_unclassified-s__Candidatus_Saccharibacteria_bacterium_TM7_ANC_38_39_G1_1-t__SGB19883	Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_bacterium_TM7_ANC_38_39_G1_1	SGB19883
SGB19921	uSGB	k__Bacteria-p__Candidatus_Saccharibacteria-c__Candidatus_Saccharibacteria_unclassified-o__Candidatus_Saccharibacteria_unclassified-f__Candidatus_Saccharibacteria_unclassified-g__GGB12807-s__GGB12807_SGB19921-t__SGB19921	Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	GGB12807	GGB12807_SGB19921	SGB19921
SGB2016	kSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Porphyromonadaceae-g__Porphyromonas-s__Porphyromonas_endodontalis-t__SGB2016	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_endodontalis	SGB2016
SGB2036	kSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Porphyromonadaceae-g__Porphyromonas-s__Porphyromonas_catoniae-t__SGB2036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_catoniae	SGB2036
SGB2037	uSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Porphyromonadaceae-g__GGB1472-s__GGB1472_SGB2037-t__SGB2037	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	GGB1472	GGB1472_SGB2037	SGB2037
SGB2038	uSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Porphyromonadaceae-g__GGB1472-s__GGB1472_SGB2038-t__SGB2038	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	GGB1472	GGB1472_SGB2038	SGB2038
SGB2041	kSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Porphyromonadaceae-g__Porphyromonas-s__Porphyromonas_sp_oral_taxon_278-t__SGB2041	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sp_oral_taxon_278	SGB2041
SGB2042	uSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Porphyromonadaceae-g__Porphyromonas-s__Porphyromonas_SGB2042-t__SGB2042	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_SGB2042	SGB2042
SGB2043	kSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Porphyromonadaceae-g__Porphyromonas-s__Porphyromonas_somerae-t__SGB2043	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_somerae	SGB2043
SGB2047	kSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Tannerellaceae-g__Tannerella-s__Tannerella_sp_oral_taxon_808-t__SGB2047	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella_sp_oral_taxon_808	SGB2047
SGB2048	kSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Tannerellaceae-g__Tannerella-s__Tannerella_sp_oral_taxon_HOT_286-t__SGB2048	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella_sp_oral_taxon_HOT_286	SGB2048
SGB2053	kSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Tannerellaceae-g__Tannerella-s__Tannerella_forsythia-t__SGB2053	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella_forsythia	SGB2053
SGB2057	kSGB	k__Bacteria-p__Bacteroidetes-c__Bacteroidia-o__Bacteroidales-f__Porphyromonadaceae-g__Porphyromonas-s__Porphyromonas_gingivalis-t__SGB2057	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_gingivalis	SGB2057
SGB23982	kSGB	k__Bacteria-p__Actinobacteria-c__Actinobacteria-o__Actinomycetales-f__Actinomycetaceae-g__Schaalia-s__Schaalia_odontolytica-t__SGB23982	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia_odontolytica	SGB23982
SGB2477	uSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__GGB1833-s__GGB1833_SGB2477-t__SGB2477	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	GGB1833	GGB1833_SGB2477	SGB2477
SGB2479	kSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__Capnocytophaga-s__Capnocytophaga_gingivalis-t__SGB2479	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_gingivalis	SGB2479
SGB2480	uSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__Capnocytophaga-s__Capnocytophaga_SGB2480-t__SGB2480	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_SGB2480	SGB2480
SGB2483	kSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__Capnocytophaga-s__Capnocytophaga_granulosa-t__SGB2483	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_granulosa	SGB2483
SGB2486	kSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__Capnocytophaga-s__Capnocytophaga_sp_oral_taxon_863-t__SGB2486	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp_oral_taxon_863	SGB2486
SGB2489	kSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__Capnocytophaga-s__Capnocytophaga_sp_oral_taxon_332-t__SGB2489	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_sp_oral_taxon_332	SGB2489
SGB2495	kSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__Capnocytophaga-s__Capnocytophaga_leadbetteri-t__SGB2495	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_leadbetteri	SGB2495
SGB2497	kSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__Capnocytophaga-s__Capnocytophaga_ochracea-t__SGB2497	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_ochracea	SGB2497
SGB25061	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_sp_oral_taxon_920-t__SGB25061	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp_oral_taxon_920	SGB25061
SGB2532	uSGB	k__Bacteria-p__Bacteroidetes-c__Flavobacteriia-o__Flavobacteriales-f__Flavobacteriaceae-g__GGB1844-s__GGB1844_SGB2532-t__SGB2532	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	GGB1844	GGB1844_SGB2532	SGB2532
SGB27618	kSGB	k__Bacteria-p__Candidatus_Saccharibacteria-c__Candidatus_Saccharibacteria_unclassified-o__Candidatus_Saccharibacteria_unclassified-f__Candidatus_Saccharibacteria_unclassified-g__Candidatus_Saccharibacteria_unclassified-s__Candidatus_Saccharibacteria_bacterium_TM7_KMM_G3_1_HOT_351-t__SGB27618	Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_bacterium_TM7_KMM_G3_1_HOT_351	SGB27618
SGB28525	kSGB	k__Bacteria-p__Proteobacteria-c__Epsilonproteobacteria-o__Campylobacterales-f__Campylobacteraceae-g__Campylobacter-s__Campylobacter_showae-t__SGB28525	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	SGB28525
SGB29040	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Streptobacillus-s__Streptobacillus_hongkongensis-t__SGB29040	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus_hongkongensis	SGB29040
SGB30370	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Veillonellales-f__Veillonellaceae-g__Veillonella-s__Veillonella_sp_CHU110-t__SGB30370	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_sp_CHU110	SGB30370
SGB30374	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Veillonellales-f__Veillonellaceae-g__Veillonella-s__Veillonella_sp_VA139-t__SGB30374	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_sp_VA139	SGB30374
SGB30375	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Veillonellales-f__Veillonellaceae-g__Veillonella-s__Veillonella_sp_VA142-t__SGB30375	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_sp_VA142	SGB30375
SGB3516	uSGB	k__Bacteria-p__Tenericutes-c__CFGB991-o__OFGB991-f__FGB991-g__GGB2601-s__GGB2601_SGB3516-t__SGB3516	Bacteria	Tenericutes	CFGB991	OFGB991	FGB991	GGB2601	GGB2601_SGB3516	SGB3516
SGB3585	uSGB	k__Bacteria-p__Spirochaetes-c__Spirochaetia-o__Spirochaetales-f__Spirochaetaceae-g__Treponema-s__Treponema_SGB3585-t__SGB3585	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_SGB3585	SGB3585
SGB3587	kSGB	k__Bacteria-p__Spirochaetes-c__Spirochaetia-o__Spirochaetales-f__Spirochaetaceae-g__Treponema-s__Treponema_lecithinolyticum-t__SGB3587	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_lecithinolyticum	SGB3587
SGB3601	uSGB	k__Bacteria-p__Spirochaetes-c__Spirochaetia-o__Spirochaetales-f__Spirochaetaceae-g__Treponema-s__Treponema_SGB3601-t__SGB3601	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_SGB3601	SGB3601
SGB3607	uSGB	k__Bacteria-p__Spirochaetes-c__Spirochaetia-o__Spirochaetales-f__Spirochaetaceae-g__Treponema-s__Treponema_SGB3607-t__SGB3607	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_SGB3607	SGB3607
SGB3608	kSGB	k__Bacteria-p__Spirochaetes-c__Spirochaetia-o__Spirochaetales-f__Spirochaetaceae-g__Treponema-s__Treponema_sp_OMZ_838-t__SGB3608	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_sp_OMZ_838	SGB3608
SGB3613	kSGB	k__Bacteria-p__Spirochaetes-c__Spirochaetia-o__Spirochaetales-f__Spirochaetaceae-g__Treponema-s__Treponema_denticola-t__SGB3613	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_denticola	SGB3613
SGB3920	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Clostridiales_Family_XIII_Incertae_Sedis-g__Mogibacterium-s__Mogibacterium_timidum-t__SGB3920	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Mogibacterium	Mogibacterium_timidum	SGB3920
SGB3922	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Clostridiales_Family_XIII_Incertae_Sedis-g__Mogibacterium-s__Mogibacterium_diversum-t__SGB3922	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Mogibacterium	Mogibacterium_diversum	SGB3922
SGB3931	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Clostridiales_Family_XIII_Incertae_Sedis-g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified-s__Eubacterium_brachy-t__SGB3931	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Eubacterium_brachy	SGB3931
SGB3934	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Clostridiales_Family_XIII_Incertae_Sedis-g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified-s__Eubacterium_sulci-t__SGB3934	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Eubacterium_sulci	SGB3934
SGB3936	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Clostridiales_Family_XIII_Incertae_Sedis-g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified-s__Eubacterium_infirmum-t__SGB3936	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Eubacterium_infirmum	SGB3936
SGB3945	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Clostridiales_Family_XIII_Incertae_Sedis-g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified-s__Eubacterium_saphenum-t__SGB3945	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	Eubacterium_saphenum	SGB3945
SGB4479	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Lachnospiraceae_unclassified-s__Lachnospiraceae_bacterium_oral_taxon_096-t__SGB4479	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_oral_taxon_096	SGB4479
SGB4480	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Lachnospiraceae_unclassified-s__Lachnospiraceae_bacterium_oral_taxon_500-t__SGB4480	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium_oral_taxon_500	SGB4480
SGB4481	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Lachnoanaerobaculum-s__Lachnoanaerobaculum_saburreum-t__SGB4481	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_saburreum	SGB4481
SGB4483	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Lachnoanaerobaculum-s__Lachnoanaerobaculum_orale-t__SGB4483	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_orale	SGB4483
SGB4494	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Lachnoanaerobaculum-s__Lachnoanaerobaculum_sp_ICM7-t__SGB4494	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_sp_ICM7	SGB4494
SGB4498	uSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__GGB3394-s__GGB3394_SGB4498-t__SGB4498	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GGB3394	GGB3394_SGB4498	SGB4498
SGB4503	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Catonella-s__Catonella_morbi-t__SGB4503	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Catonella_morbi	SGB4503
SGB5265	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Stomatobaculum-s__Stomatobaculum_longum-t__SGB5265	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Stomatobaculum_longum	SGB5265
SGB5266	uSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Stomatobaculum-s__Stomatobaculum_SGB5266-t__SGB5266	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Stomatobaculum_SGB5266	SGB5266
SGB5269	uSGB	k__Bacteria-p__Firmicutes-c__CFGB1534-o__OFGB1534-f__FGB1534-g__GGB3886-s__GGB3886_SGB5269-t__SGB5269	Bacteria	Firmicutes	CFGB1534	OFGB1534	FGB1534	GGB3886	GGB3886_SGB5269	SGB5269
SGB5270	uSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__GGB3887-s__GGB3887_SGB5270-t__SGB5270	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GGB3887	GGB3887_SGB5270	SGB5270
SGB5275	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Oribacterium-s__Oribacterium_sinus-t__SGB5275	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium_sinus	SGB5275
SGB5285	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Oribacterium-s__Oribacterium_asaccharolyticum-t__SGB5285	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium_asaccharolyticum	SGB5285
SGB5286	kSGB	k__Bacteria-p__Firmicutes-c__Clostridia-o__Clostridiales-f__Lachnospiraceae-g__Oribacterium-s__Oribacterium_parvum-t__SGB5286	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium_parvum	SGB5286
SGB5825	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Veillonellales-f__Veillonellaceae-g__Dialister-s__Dialister_invisus-t__SGB5825	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister_invisus	SGB5825
SGB5842	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Veillonellales-f__Veillonellaceae-g__Dialister-s__Dialister_pneumosintes-t__SGB5842	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister_pneumosintes	SGB5842
SGB5868	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Veillonellales-f__Veillonellaceae-g__Megasphaera-s__Megasphaera_micronuciformis-t__SGB5868	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera_micronuciformis	SGB5868
SGB5878	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_artemidis-t__SGB5878	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_artemidis	SGB5878
SGB5882	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_flueggei-t__SGB5882	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_flueggei	SGB5882
SGB5884	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_noxia-t__SGB5884	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_noxia	SGB5884
SGB5885	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_sp_oral_taxon_892-t__SGB5885	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sp_oral_taxon_892	SGB5885
SGB5894	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_infelix-t__SGB5894	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_infelix	SGB5894
SGB5898	kSGB	k__Bacteria-p__Firmicutes-c__Negativicutes-o__Selenomonadales-f__Selenomonadaceae-g__Selenomonas-s__Selenomonas_sputigena-t__SGB5898	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sputigena	SGB5898
SGB5934	kSGB	k__Bacteria-p__Tenericutes-c__Mollicutes-o__Mycoplasmatales-f__Mycoplasmataceae-g__Mycoplasma-s__Mycoplasma_salivarium-t__SGB5934	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma_salivarium	SGB5934
SGB5978	uSGB	k__Bacteria-p__Candidatus_Gracilibacteria-c__Candidatus_Gracilibacteria_unclassified-o__Candidatus_Gracilibacteria_unclassified-f__Candidatus_Gracilibacteria_unclassified-g__Candidatus_Gracilibacteria_unclassified-s__Candidatus_Gracilibacteria_unclassified_SGB5978-t__SGB5978	Bacteria	Candidatus_Gracilibacteria	Candidatus_Gracilibacteria_unclassified	Candidatus_Gracilibacteria_unclassified	Candidatus_Gracilibacteria_unclassified	Candidatus_Gracilibacteria_unclassified	Candidatus_Gracilibacteria_unclassified_SGB5978	SGB5978
SGB5987	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Fusobacteriaceae-g__Fusobacterium-s__Fusobacterium_massiliense-t__SGB5987	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_massiliense	SGB5987
SGB5989	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Fusobacteriaceae-g__Fusobacterium-s__Fusobacterium_periodonticum-t__SGB5989	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_periodonticum	SGB5989
SGB6050	uSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__GGB4395-s__GGB4395_SGB6050-t__SGB6050	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	GGB4395	GGB4395_SGB6050	SGB6050
SGB6053	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_sp_oral_taxon_498-t__SGB6053	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp_oral_taxon_498	SGB6053
SGB6058	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_buccalis-t__SGB6058	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_buccalis	SGB6058
SGB6062	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_hofstadii-t__SGB6062	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_hofstadii	SGB6062
SGB6063	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_massiliensis-t__SGB6063	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_massiliensis	SGB6063
SGB6066	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_trevisanii-t__SGB6066	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_trevisanii	SGB6066
SGB6067	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_sp_oral_taxon_215-t__SGB6067	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp_oral_taxon_215	SGB6067
SGB6070	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_sp_oral_taxon_212-t__SGB6070	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_sp_oral_taxon_212	SGB6070
SGB6073	kSGB	k__Bacteria-p__Fusobacteria-c__Fusobacteriia-o__Fusobacteriales-f__Leptotrichiaceae-g__Leptotrichia-s__Leptotrichia_goodfellowii-t__SGB6073	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_goodfellowii	SGB6073
